Date,IFCB,Station Number,Distance from 36,Calculated Chlorophyll,Calculated Oxygen,Optical Backscatter,Calculated SPM,Salinity,Temperature,Nitrite,Nitrate + Nitrite,Ammonium,Phosphate,Silicate
7/31/17,D20170731T180731_IFCB113,18,54.95,1.9,7.6,0.16,6,29.46,16.97,0.74,17.21,8.28,2.45,43.94
8/22/17,D20170822T140529_IFCB113,34,3.53,6.5,5.1,13.68,693,24.04,22.41,4.26,82.1,11.28,14.04,133.31
8/22/17,,33,6.81,4.1,5.7,4.64,229,24.99,22.41,,,,,
8/22/17,D20170822T145249_IFCB113,32,8.15,3.5,5.7,1.88,87,25.55,22.29,2.64,54.4,9.92,11.07,120.16
8/22/17,,31,10.61,3.2,6.2,1.35,59,26.1,22.23,,,,,
8/22/17,,30,14.75,3.2,6.3,1.86,86,26.45,22.14,1.41,36.13,9.92,8.01,102.69
8/22/17,,29,20.25,2.7,6.3,1.12,48,26.86,21.91,,,,,
8/22/17,,28,23.57,2.5,6.3,1.32,58,27.06,21.71,,,,,
8/22/17,D20170822T155531_IFCB113,27,26.19,2.2,6.4,0.79,31,27.23,21.48,1.51,32.27,13.28,7.3,96.2
8/22/17,,26,28.76,2.3,6.6,0.49,16,27.57,21.14,,,,,
8/22/17,,25,32.84,3.5,6.7,0.4,11,28.04,20.69,,,,,
8/22/17,,24,37.09,3.7,6.8,0.52,17,28.92,19.92,1.4,27.34,7.85,4.71,73.4
8/22/17,,23,39.66,3.3,6.7,0.33,7,28.72,20.05,,,,,
8/22/17,D20170822T170153_IFCB113,22,43.92,3.6,6.8,1.05,44,29.88,18.33,1.33,21.13,10.42,3.33,53.92
8/22/17,,21,46.63,3.5,7,0.46,14,29.73,18.21,,,,,
8/22/17,,20,51.45,3.2,7,0.4,11,30.39,17.5,,,,,
8/22/17,D20170822T174357_IFCB113,18,54.95,3.1,7.2,0.19,1,30.73,17.16,0.86,13.99,8.5,2.19,37.78
8/22/17,,17,58.89,3.2,7.1,0.3,6,29.49,17.57,,,,,
8/22/17,,16,63.08,2.1,7.2,0.35,8,26.39,18.87,,,,,
8/22/17,,15,69.99,2.4,7.2,0.47,14,24.94,19.16,0.8,17.63,7.92,2.89,69.9
8/22/17,,14,74.43,2.9,7.2,0.48,15,24.53,19.3,,,,,
8/22/17,,13,78.54,3.7,7.6,0.51,16,22.73,20.06,0.71,18.63,6.57,2.93,78.06
8/22/17,,12,84.45,2.9,7.5,0.5,16,17.89,20.07,,,,,
8/22/17,,11,89.77,3,7.7,0.55,18,15.02,20.35,,,,,
8/22/17,,10,93.6,2.7,7.8,0.77,30,12.54,20.18,,,,,
8/22/17,,9,96.79,3.1,7.9,1.51,68,12.06,19.99,0.59,21.78,5.28,2.62,121.83
8/22/17,,8,99.77,3,7.9,0.86,34,10.48,20.08,,,,,
8/22/17,,7,104.98,3.5,8.1,1.43,64,8.59,20.33,,,,,
8/22/17,D20170822T204004_IFCB113,6,110.9,3.5,8.5,0.66,24,4.68,20.97,0.39,18.13,3.07,2.19,160.94
8/22/17,,5,115.63,2.7,8.4,0.66,24,2.13,20.84,,,,,
8/22/17,,4,119.9,2.5,8.4,0.67,25,1.34,20.93,,,,,
8/22/17,,3,125.32,2.9,8.3,0.87,35,0.83,20.99,0.5,33.63,3.21,1.9,203.05
8/22/17,,2,127.71,4.1,8.4,0.69,26,0.43,21.18,,,,,
8/22/17,,649,132.94,5.4,8.4,0.94,38,0.12,21.22,1,13.35,6.07,1.7,234.67
8/22/17,D20170822T222713_IFCB113,657,147.25,2.8,8,0.64,23,0.07,21.66,0.85,9.85,12.28,1.8,252.98
8/30/17,D20170830T150049_IFCB113,36,0,3.7,6.6,1.66,56,26.04,22.26,2.33,53.05,9.21,11.43,125.99
8/30/17,,35,1.66,3.6,6.7,1.92,65,26.62,22.23,,,,,
8/30/17,,34,3.53,3.2,6.7,0.96,32,26.92,22.16,,,,,
8/30/17,,33,6.81,3.5,6.8,0.78,26,27.16,22.24,,,,,
8/30/17,D20170830T153811_IFCB113,32,8.15,3.4,6.8,0.72,24,27.34,22.09,1.41,37.63,8.14,8.3,108.35
8/30/17,,31,10.61,3.2,6.9,0.47,16,27.42,22,,,,,
8/30/17,,30,14.75,2.8,6.8,0.36,12,27.49,21.73,2,42.91,10.64,9.04,105.35
8/30/17,,29.5,17.56,2.5,6.7,0.37,12,27.67,21.62,,,,,
8/30/17,,29,20.25,2.3,6.7,0.26,8,27.83,21.44,,,,,
8/30/17,,28,23.57,2.4,6.8,0.27,9,27.86,21.3,,,,,
8/30/17,D20170830T164243_IFCB113,27,26.19,2.3,7,0.19,6,28.44,20.85,1.41,32.06,10.35,6.52,93.87
8/30/17,,26,28.76,2.6,7.1,0.17,6,28.67,20.48,,,,,
8/30/17,,25,32.84,2.6,6.8,0.16,5,29.1,20.27,,,,,
8/30/17,,24,37.09,6.2,6.9,0.12,4,29.25,19.71,1.55,26.34,11.64,4.55,67.74
8/30/17,,23,39.66,5.7,7.2,0.12,4,29.37,18.99,,,,,
8/30/17,D20170830T174229_IFCB113,22,43.92,5.5,7.3,0.13,4,29.2,18.35,0.91,16.35,7.92,2.45,49.43
8/30/17,,21,46.63,7.5,7.5,0.12,4,28.85,18.44,,,,,
8/30/17,,20,51.45,5.4,7.4,0.14,5,28.69,18.61,,,,,
8/30/17,D20170830T181623_IFCB113,18,54.95,13.5,7.7,0.12,4,29.57,18.04,0.94,15.49,8,2.45,44.27
9/19/17,D20170919T140234_IFCB113,34,3.53,14.2,6.1,7.72,459,24.19,20.44,2.88,92.1,9.14,16.63,140.14
9/19/17,,33,6.81,13,5.9,6.36,369,25.89,20.92,,,,,
9/19/17,D20170919T142725_IFCB113,32,8.15,8,6.5,2.75,133,26.94,21.17,1.63,54.97,7.07,12.49,127.15
9/19/17,,31,10.61,6.1,6.4,1.71,64,27.31,21.12,,,,,
9/19/17,,30,14.75,5.4,6.7,1.6,57,27.76,21.34,1.34,41.84,9.07,10.11,118.83
9/19/17,,29,20.25,4.4,6.7,1.21,31,28.06,21.45,,,,,
9/19/17,,28,23.57,3.8,6.7,0.92,38,28.24,21.48,,,,,
9/19/17,D20170919T152658_IFCB113,27,26.19,3.8,6.6,0.97,40,28.29,21.55,1.49,40.34,11.92,9.01,113.67
9/19/17,,26,28.76,3.5,6.7,0.63,24,28.49,21.39,,,,,
9/19/17,,25,32.84,3.4,6.9,0.71,28,29.02,20.7,,,,,
9/19/17,,24,37.09,2.4,6.8,0.54,20,29.35,20.13,1.53,28.99,12.78,4.55,71.73
9/19/17,,23,39.66,2.3,6.7,0.34,10,29.17,20.51,,,,,
9/19/17,D20170919T163001_IFCB113,22,43.92,1.4,6.8,0.47,16,29.6,19.06,1.16,19.21,11.85,3.1,51.09
9/19/17,,21,46.63,2.3,6.9,0.33,10,29.25,18.92,,,,,
9/19/17,,20,51.45,2.3,6.9,0.34,10,30.25,18.25,,,,,
9/19/17,D20170919T171446_IFCB113,18,54.95,2.2,6.9,0.35,11,30.81,17.79,0.81,11.21,7.85,2.07,37.61
9/19/17,,17,58.89,1.9,7,0.27,7,28.15,18.85,,,,,
9/19/17,,16,63.08,2.3,7.1,0.33,9,28.33,18.74,,,,,
9/19/17,,15,69.99,1.9,7.3,0.48,17,23.98,19.51,0.81,17.92,7.78,2.89,83.55
9/19/17,,14,74.43,2.1,7.2,0.4,13,24.2,19.61,,,,,
9/19/17,,13,78.54,2.6,7.4,0.82,33,22.88,19.89,0.82,19.49,7.85,2.94,87.04
9/19/17,,12,84.45,2.6,7.6,0.43,14,18.22,20.35,,,,,
9/19/17,,11,89.77,1.6,7.6,0.52,19,15.61,20.42,,,,,
9/19/17,,10,93.6,2.2,7.9,0.58,22,10.85,20.63,,,,,
9/19/17,,9,96.79,2.2,7.8,0.66,25,10.79,20.5,0.77,22.85,7.14,2.84,161.61
9/19/17,,8,99.77,2.6,8,0.8,32,8.67,20.42,,,,,
9/19/17,,7,104.98,4.2,8.1,3.49,161,7.17,20.49,,,,,
9/19/17,D20170919T200313_IFCB113,6,110.9,2.9,8.3,1.4,45,3.42,20.78,0.64,20.63,4.78,2.5,203.05
9/19/17,,5,115.63,3,8.4,1.26,39,1.39,20.91,,,,,
9/19/17,,4,119.9,3.5,8.3,1.84,65,0.48,20.8,,,,,
9/19/17,,3,125.32,3.3,8.3,1.48,49,0.34,20.8,0.68,17.13,3.78,2.24,228.01
9/19/17,,2,127.71,3.4,8.4,0.96,25,0.2,20.81,,,,,
9/19/17,,649,132.94,3.4,8.4,1.05,29,0.09,20.53,1.09,13.64,8,2,266.29
9/19/17,D20170919T214922_IFCB113,657,147.25,2.4,8.4,0.75,15,0.07,19.84,0.78,10.07,10.99,1.81,264.63
9/28/17,D20170928T150121_IFCB113,36,0,3.5,6.8,1.14,21,27.15,21.04,1.73,61.61,8.71,11.85,127.65
9/28/17,,35,1.66,3.5,6.9,0.96,18,27.42,20.94,,,,,
9/28/17,,34,3.53,3.3,7,0.78,15,27.8,20.77,,,,,
9/28/17,,33,6.81,4.7,7.3,0.51,11,28.13,20.77,,,,,
9/28/17,D20170928T154222_IFCB113,32,8.15,3.6,7.1,0.3,7,28.3,20.46,1.19,39.34,10.21,8.81,119.67
9/28/17,,31,10.61,3,6.9,0.28,7,28.46,20.36,,,,,
9/28/17,,30,14.75,2.6,6.8,0.32,8,28.64,20.07,1.71,43.55,14.35,9.56,117.5
9/28/17,,29.5,17.56,2.5,6.8,0.29,7,28.79,20.07,,,,,
9/28/17,,29,20.25,3,7,0.17,5,28.94,20.28,,,,,
9/28/17,,28,23.57,4.2,7,0.17,5,28.94,20.16,,,,,
9/28/17,D20170928T164716_IFCB113,27,26.19,4.3,7,0.18,6,29.07,20.22,1.42,35.63,9.5,6.72,99.36
9/28/17,,26,28.76,3.7,7.1,0.15,5,29.17,20.4,,,,,
9/28/17,,25,32.84,4.5,7.1,0.12,5,28.96,19.72,,,,,
9/28/17,,24,37.09,5.8,7.4,0.1,4,27.73,19.12,1.05,19.28,6.57,2.91,69.24
9/28/17,,23,39.66,6.1,7.3,0.11,4,27.87,18.89,,,,,
9/28/17,D20170928T174901_IFCB113,22,43.92,9.3,7.8,0.11,4,26.35,18.69,0.95,18.71,4.36,2.56,72.56
9/28/17,,21,46.63,7.3,7.5,0.11,4,27.01,18.67,,,,,
9/28/17,,20,51.45,5.8,7.5,0.11,4,27.16,18.51,,,,,
9/28/17,D20170928T182517_IFCB113,18,54.95,4.1,7.5,0.11,5,28.12,18.1,1.04,17.63,6.07,2.56,59.92
10/18/17,D20171018T140939_IFCB113,34,3.53,5.1,5.9,4.32,182,25.55,18.33,3.54,97.81,17.78,14.5,144.8
10/18/17,D20171018T143430_IFCB113,32,8.15,3.5,6.6,1.52,64,27.55,18.43,1.85,62.68,12.49,11.04,125.66
10/18/17,,31,10.61,3.4,6.7,1.14,48,27.99,18.54,,,,,
10/18/17,,30,14.75,3.4,6.8,0.9,37,28.35,18.57,1.41,48.62,11.21,9.23,112.84
10/18/17,,29,20.25,3.2,6.8,1.13,47,28.62,18.35,,,,,
10/18/17,,28,23.57,3.1,6.8,0.69,28,28.73,18.34,,,,,
10/18/17,D20171018T152919_IFCB113,27,26.19,3.2,6.9,0.97,40,28.87,18.13,1.2,37.98,11.49,7.07,101.86
10/18/17,,26,28.76,3.3,7,1.02,42,28.99,18.15,,,,,
10/18/17,,25,32.84,3.1,6.8,1,42,29.12,17.82,,,,,
10/18/17,,24,37.09,3,6.8,0.72,30,29.25,17.31,1.42,28.7,11.57,4.68,78.22
10/18/17,,23,39.66,2.8,6.8,0.73,30,29.4,16.55,,,,,
10/18/17,D20171018T163327_IFCB113,22,43.92,3.4,6.7,0.45,18,29.79,14.9,0.91,20.85,7.07,2.73,54.92
10/18/17,,21,46.63,3.6,6.7,0.39,16,29.56,14.75,,,,,
10/18/17,,20,51.45,3.9,6.4,0.31,12,30.96,13.94,,,,,
10/18/17,D20171018T171545_IFCB113,18,54.95,4.9,6.5,0.22,9,31.35,13.64,0.8,18.13,4.07,2.25,41.61
10/18/17,,17,58.89,3.5,6.8,0.21,8,29.49,14.74,,,,,
10/18/17,,16,63.08,3.2,6.6,0.29,11,29.77,14.64,,,,,
10/18/17,,15,69.99,2.2,7.1,0.38,15,26.36,15.73,0.78,19.13,6.21,2.74,77.89
10/18/17,,14,74.43,2.1,7.1,0.32,13,26.24,15.77,,,,,
10/18/17,,13,78.54,1.8,7.2,0.45,18,25.72,15.96,0.81,20.42,6.28,2.71,78.06
10/18/17,,12,84.45,1.9,7.4,0.36,14,23.39,16.38,,,,,
10/18/17,,11,89.77,2,7.8,0.46,19,19.13,16.96,,,,,
10/18/17,,10,93.6,2,7.8,0.45,18,18.48,16.9,,,,,
10/18/17,,9,96.79,1.9,7.9,0.75,31,17.4,16.95,0.76,20.78,9.28,2.69,127.82
10/18/17,,8,99.77,1.9,8,0.46,19,15.73,17.18,,,,,
10/18/17,,7,104.98,2,8.1,0.82,34,13.34,17.18,,,,,
10/18/17,D20171018T201344_IFCB113,6,110.9,1.9,8.5,0.56,11,8.24,17.45,0.67,21.49,8.35,2.38,196.39
10/18/17,,5,115.63,1.9,8.7,0.8,20,4.78,17.4,,,,,
10/18/17,,4,119.9,1.9,8.8,0.79,20,2.87,17.31,,,,,
10/18/17,,3,125.32,2.6,8.8,2.06,68,2.5,17.04,0.61,19.78,6.35,2.01,211.37
10/18/17,,2,127.71,3.1,8.8,1.41,43,1.44,17.07,,,,,
10/18/17,,649,132.94,3.2,8.9,1.01,28,0.58,16.94,0.71,17.85,5.71,1.78,242.99
10/18/17,D20171018T215918_IFCB113,657,147.25,2.7,9.2,0.71,17,0.06,16.1,1.57,16.49,13.42,1.93,259.64
10/27/17,D20171027T190522_IFCB113,36,0,3.9,6.7,0.9,12,27.15,19.55,2.25,67.97,11.71,11.17,131.98
10/27/17,,35,1.66,3.8,6.9,0.82,12,27.46,19.39,,,,,
10/27/17,,34,3.53,3.7,7,0.76,11,27.82,19.18,,,,,
10/27/17,,33,6.81,3.4,7,0.45,8,28.08,19.01,,,,,
10/27/17,D20171027T153806_IFCB113,32,8.15,3.3,7,0.29,7,28.16,18.89,1.56,52.55,11.99,9.46,117.83
10/27/17,,31,10.61,2.7,7,0.25,6,28.43,18.66,,,,,
10/27/17,,30,14.75,2.2,7,0.25,6,28.73,18.39,1.38,41.84,12.92,7.91,105.85
10/27/17,,29.5,17.56,3.9,7.2,0.18,6,28.76,18.39,,,,,
10/27/17,,29,20.25,3.8,7.1,0.22,6,28.85,18.29,,,,,
10/27/17,,28,23.57,3.3,7.2,0.22,6,28.99,18.28,,,,,
10/27/17,D20171027T163925_IFCB113,27,26.19,3.7,7.2,0.22,6,29.05,18.18,1.37,36.2,7.64,6.42,100.03
10/27/17,,26,28.76,3.4,6.9,0.24,6,29.13,18.07,,,,,
10/27/17,,25,32.84,4.7,7,0.16,5,29.27,17.69,,,,,
10/27/17,,24,37.09,4.4,7.2,0.14,5,28.9,16.47,1.27,24.77,10,3.65,71.23
10/27/17,,23,39.66,4.6,7.2,0.13,5,28.59,15.89,,,,,
10/27/17,D20171027T174018_IFCB113,22,43.92,3.1,7.1,0.16,5,28.47,15.63,0.96,21.92,7.5,2.86,66.57
10/27/17,,21,46.63,4,7.2,0.16,5,28.74,16.03,,,,,
10/27/17,,20,51.45,2.4,7.1,0.18,6,28.77,15.49,,,,,
10/27/17,D20171027T181511_IFCB113,18,54.95,3.9,7.2,0.15,5,28.89,15.44,0.57,10.14,7.64,2.27,31.62
11/14/17,,36,0,3.8,6.8,3.61,133,26.61,16.21,2.59,78.53,15.85,10.53,139.3
11/14/17,,35,1.66,3.2,6.9,2.55,94,27.27,16.15,,,,,
11/14/17,,34,3.53,3,7,1.6,59,27.7,16.07,,,,,
11/14/17,,33,6.81,2.5,7.1,1.09,40,28.3,16.12,,,,,
11/14/17,,32,8.15,2.6,7.1,0.92,34,28.4,16.13,1.73,51.33,12.71,8.36,115.5
11/14/17,,31,10.61,2.2,7.2,0.72,26,28.65,16.12,,,,,
11/14/17,,30,14.75,2,7.2,0.65,24,28.88,16.15,1.61,42.41,12.42,7.1,105.85
11/14/17,,29,20.25,2.9,7.3,0.71,26,29.02,16.04,,,,,
11/14/17,,28,23.57,3,7.3,0.71,26,29.11,15.93,,,,,
11/14/17,,27,26.19,2.8,7.3,0.6,22,29.23,15.78,1.71,36.13,8.85,5.84,92.37
11/14/17,,26,28.76,2.8,7.2,0.47,17,29.39,15.53,,,,,
11/14/17,,25,32.84,2.6,7.1,0.44,16,29.49,15.23,,,,,
11/14/17,,24,37.09,2.3,7.1,0.31,11,29.63,14.67,1.4,23.99,10.64,3.52,63.24
11/14/17,,23,39.66,2.3,7.3,0.39,14,29.59,14.32,,,,,
11/14/17,,22,43.92,3,7.4,0.22,8,29.99,14.22,0.94,18.71,6.35,2.62,51.59
11/14/17,,21,46.63,2.6,7.3,0.25,9,29.25,14.34,,,,,
11/14/17,,20,51.45,2.4,7.5,0.2,7,31.21,13.95,,,,,
11/14/17,,18,54.95,2.5,7.6,0.2,7,30.69,14.04,0.9,18.28,5.64,2.48,49.76
11/14/17,,17,58.89,2.6,7.6,0.17,6,29.87,14.24,,,,,
11/14/17,,16,63.08,2.6,7.5,0.17,6,30.63,14.11,,,,,
11/14/17,,15,69.99,3,7.6,0.46,17,25.76,14.71,0.93,22.28,9.35,2.78,77.39
11/14/17,,14,74.43,2.4,7.5,0.28,10,27.67,14.57,,,,,
11/14/17,,13,78.54,2.5,7.5,0.3,11,25.96,14.69,0.93,21.99,8.78,2.77,78.56
11/14/17,,12,84.45,2.3,7.6,0.52,19,23.2,14.87,,,,,
11/14/17,,11,89.77,1.9,7.8,0.52,19,21.75,15.02,,,,,
11/14/17,,10,93.6,1.8,7.9,0.5,18,20.07,15.22,,,,,
11/14/17,,9,96.79,1.7,8,0.43,16,18.64,15.18,0.87,25.42,12.78,2.72,121.83
11/14/17,,8,99.77,1.8,8.1,0.44,16,16.47,15.49,,,,,
11/14/17,,7,104.98,1.6,8.2,0.43,16,15.47,15.3,,,,,
11/14/17,,6,110.9,1.7,8.5,0.45,16,10.35,15.49,0.84,25.63,9.85,2.28,184.74
11/14/17,,5,115.63,1.7,8.8,0.63,23,7.4,15.24,,,,,
11/14/17,,4,119.9,1.8,8.9,0.59,22,5,15.57,,,,,
11/14/17,,3,125.32,1.7,8.8,0.49,18,3.96,15.35,0.89,27.13,7.85,2.08,211.37
11/14/17,,2,127.71,1.7,8.8,0.55,20,3.07,15.38,,,,,
11/14/17,,649,132.94,1.8,8.8,0.69,25,1.4,15.42,1.17,28.13,6.93,2.06,229.68
11/14/17,,657,147.25,1.4,8.7,0.61,22,0.08,14.5,1.89,26.49,20.56,2.72,274.61
12/6/17,D20171206T150633_IFCB113,36,0,6.2,7.5,11.86,524,24.8,11.94,4.08,106.38,18.42,11.11,144.3
12/6/17,,35,1.66,5,7.7,7.39,323,25.63,12.12,,,,,
12/6/17,,34,3.53,4.4,7.7,6.7,291,26.24,12.5,,,,,
12/6/17,,33,6.81,3.7,7.8,3.46,146,26.27,12.18,,,,,
12/6/17,D20171206T154509_IFCB113,32,8.15,3.5,7.8,2.51,103,26.78,12.54,2.6,77.11,15.14,9.1,122
12/6/17,,31,10.61,3.1,7.8,1.49,57,27.28,12.89,,,,,
12/6/17,,30,14.75,3.3,7.8,2.36,97,27.74,13.21,2.21,58.47,14.06,7.94,114.34
12/6/17,,29,20.25,2.8,7.8,0.78,25,28.19,13.43,,,,,
12/6/17,,28,23.57,2.7,7.8,0.76,25,28.39,13.54,,,,,
12/6/17,D20171206T164136_IFCB113,27,26.19,2.8,7.9,1.02,36,28.57,13.39,2.05,44.91,10.85,6.68,102.69
12/6/17,,26,28.76,2.8,7.9,0.88,30,28.71,13.51,,,,,
12/6/17,,25,32.84,2.8,7.8,0.88,30,28.81,13.67,,,,,
12/6/17,,24,37.09,2.6,7.6,0.75,24,28.88,13.9,2.28,33.2,13.92,4.84,80.39
12/6/17,,23,39.66,2.7,7.7,0.54,14,29.03,13.66,,,,,
12/6/17,D20171206T174311_IFCB113,22,43.92,2.6,7.6,0.53,14,29.3,13.52,1.39,22.56,6.93,3.03,57.92
12/6/17,,21,46.63,2.5,7.6,0.33,5,29.58,13.37,,,,,
12/6/17,,20,51.45,2.2,7.7,0.43,10,30.06,13.23,,,,,
12/6/17,D20171206T190135_IFCB113,18,54.95,2.3,7.7,0.46,11,29.79,13.06,1.18,17.78,5.5,2.45,49.26
12/6/17,,17,58.89,2.2,7.7,0.35,6,29.35,13.05,,,,,
12/6/17,,16,63.08,2.7,7.9,0.45,11,27.31,12.97,,,,,
12/6/17,D20171206T192106_IFCB113,15,69.99,2.3,7.8,0.55,15,27.96,13.11,1.06,19.7,5.64,2.5,61.25
12/6/17,,14,74.43,2.5,8.1,0.54,15,25.76,13,,,,,
12/6/17,D20171206T194540_IFCB113,13,78.54,2.1,8.2,0.59,17,24.88,12.93,1.04,21.85,9.35,2.64,79.89
12/6/17,,12,84.45,1.8,8.3,0.59,17,21,12.99,,,,,
12/6/17,,11,89.77,1.5,8.4,0.64,19,20.3,12.98,,,,,
12/6/17,,10,93.6,1.3,8.4,0.77,25,19.07,13,,,,,
12/6/17,D20171206T204007_IFCB113,9,96.79,1.4,8.5,0.74,24,18.11,12.96,0.99,27.2,14.78,2.67,123.49
12/6/17,,8,99.77,1.9,8.7,0.58,17,15.17,12.93,,,,,
12/6/17,,7,104.98,2.2,8.9,0.61,18,13.21,12.84,,,,,
12/6/17,D20171206T212807_IFCB113,6,110.9,2,9.3,0.55,15,8.7,12.45,0.99,31.91,13.07,2.36,199.72
12/6/17,,5,115.63,1.7,9.4,0.77,25,6.63,12.39,,,,,
12/6/17,,4,119.9,1.6,9.5,0.59,17,4.55,12.4,,,,,
12/6/17,D20171206T220846_IFCB113,3,125.32,1.5,9.5,0.77,25,3.29,12.29,1.21,34.63,12.92,2.23,249.65
12/6/17,,2,127.71,1.5,9.5,1.02,36,2.61,12.16,,,,,
12/6/17,D20171206T223512_IFCB113,649,132.94,1.9,9.6,1.8,71,1.46,12,1.34,33.41,9.42,2.31,277.94
12/6/17,D20171206T231801_IFCB113,657,147.25,1.4,9.7,0.98,34,0.08,10.94,1.07,25.42,17.49,2.19,296.25
1/10/18,,36,0,4.1,8.2,2.6,107,23.54,11.97,,,,,
1/10/18,,35,1.66,3.3,8.3,2.1,86,24.93,11.95,,,,,
1/10/18,,34,3.53,3.5,8.4,2.09,86,25.38,11.88,,,,,
1/10/18,,33,6.81,3.1,8.3,1.86,76,25.91,11.9,,,,,
1/10/18,,32,8.15,2.8,8.1,1.16,46,26.44,11.93,,,,,
1/10/18,,31,10.61,2.9,8.1,1.03,41,26.48,11.92,,,,,
1/10/18,,30,14.75,2.4,8,0.89,35,27.52,11.84,,,,,
1/10/18,,29,20.25,2.4,8.1,0.54,20,27.67,11.85,,,,,
1/10/18,,28,23.57,2.4,8.1,0.53,19,27.86,11.89,,,,,
1/10/18,,27,26.19,2.2,8,0.5,18,28.17,11.84,,,,,
1/10/18,,26,28.76,2.2,8,0.39,14,28.58,11.73,,,,,
1/10/18,,25,32.84,2,7.9,0.35,12,28.73,11.66,,,,,
1/10/18,,24,37.09,1.9,7.8,0.29,9,28.98,11.6,,,,,
1/10/18,,23,39.66,2,7.8,0.3,10,29.07,11.57,,,,,
1/10/18,,22,43.92,2.1,8,0.23,7,28.62,11.49,,,,,
1/10/18,,21,46.63,3.9,8.1,0.25,8,28.77,11.51,,,,,
1/10/18,,20,51.45,3,8.1,0.26,5,28.54,11.48,,,,,
1/10/18,,18,54.95,2.6,8,0.27,5,29.13,11.6,,,,,
1/10/18,,17,58.89,2.4,8.1,0.26,5,28.78,11.52,,,,,
1/10/18,,16,63.08,2.2,8.1,0.24,4,28.93,11.47,,,,,
1/10/18,,15,69.99,1.5,8.7,0.38,10,23.98,11.23,,,,,
1/10/18,,14,74.43,2,8.4,0.35,9,25.9,11.3,,,,,
1/10/18,,13,78.54,2,8.8,0.36,9,20.75,11.27,,,,,
1/10/18,,12,84.45,1.5,8.8,0.39,10,21.19,11.15,,,,,
1/10/18,,11,89.77,2.6,8.8,1.53,61,19.96,10.99,,,,,
1/10/18,,10,93.6,2.2,9.1,0.49,15,17.1,11.06,,,,,
1/10/18,,9,96.79,2.4,9.1,0.45,13,17.11,11.11,,,,,
1/10/18,,8,99.77,2.1,9.1,0.46,14,16.27,10.97,,,,,
1/10/18,,7,104.98,1.9,9.3,0.63,21,13.19,10.8,,,,,
1/10/18,,6,110.9,2.1,9.8,0.67,23,8.99,10.48,,,,,
1/10/18,,5,115.63,1.3,9.9,0.51,16,7.19,10.3,,,,,
1/10/18,,4,119.9,1.7,10,0.53,17,5.17,10.36,,,,,
1/10/18,,3,125.32,1.4,10,0.66,23,3.87,10.24,,,,,
1/10/18,,2,127.71,1.5,10,0.7,25,2.68,10.23,,,,,
1/10/18,,649,132.94,1.8,10.1,0.56,18,0.41,10.29,,,,,
1/10/18,,657,147.25,3.1,9.5,0.8,29,0.09,11.05,,,,,
2/7/18,D20180207T150852_IFCB113,36,0,3.1,7.1,1.24,28,25.84,14.18,,,,,
2/7/18,,35,1.66,3,7.2,1.35,32,26.03,14.05,,,,,
2/7/18,,34,3.53,2.9,7.3,1.25,28,26.43,13.99,,,,,
2/7/18,,33,6.81,2.8,7.3,1.11,22,26.57,13.95,,,,,
2/7/18,D20180207T155302_IFCB113,32,8.15,2.7,7.4,0.89,13,26.71,13.88,,,,,
2/7/18,,31,10.61,2.7,7.5,0.63,2,26.88,13.71,,,,,
2/7/18,,30,14.75,2.6,7.6,0.62,23,27.18,13.58,,,,,
